Lliga,Temporada,Nom,Equip,Edat,Posició,Partits,Minuts jugats,Gols,Assistències,Targetes grogues,Targetes vermelles,Xuts per partit,Efectivitat passades,Duels aeris guanyats per partit,MVP,Valoració
Espanya,2009/2010,Lionel Messi,Barcelona,36,"MP(CD),DL",30(5),2841,34,10,3,-,4.7,85.7,0.2,14,8.67
Espanya,2009/2010,Cristiano Ronaldo,Real Madrid,39,"ME(I),DL",28(1),2490,26,7,3,2,7.3,79.7,0.9,13,8.54
Espanya,2009/2010,Gonzalo Higuaín,Real Madrid,36,DL,28(4),2401,27,5,3,-,3.1,81.5,0.1,6,7.90
Espanya,2009/2010,Dani Alves,Barcelona,40,"DF(D),ME(CD)",28(1),2505,3,10,7,1,1,85.1,1.1,2,7.85
Espanya,2009/2010,Javi Martínez,Athletic Club,35,"DF(C),ME(C)",34,3003,6,1,9,1,1.6,75.6,2.3,5,7.71
Espanya,2009/2010,Sergio Ramos,Real Madrid,38,DF(CD),33,2902,4,5,13,1,1.1,85.3,2,2,7.71
Espanya,2009/2010,Marcelo,Real Madrid,35,"DF(I),ME(I)",34(1),3001,4,9,5,-,1.6,81,0.4,1,7.68
Espanya,2009/2010,Xavi,Barcelona,44,MC,31(3),2805,3,13,4,-,1.3,90.4,-,4,7.67
Espanya,2009/2010,Xabi Alonso,Real Madrid,42,ME(C),34,3010,3,5,12,-,1.2,85.6,1,1,7.58
Espanya,2009/2010,Duda,Malaga,43,ME(CID),33(1),2917,8,7,8,2,2,63.8,0.5,6,7.56
Espanya,2010/2011,Lionel Messi,Barcelona,36,"MP(CD),DL",31(2),2859,31,18,3,-,4.5,86.2,0.1,20,8.76
Espanya,2010/2011,Cristiano Ronaldo,Real Madrid,39,"ME(I),DL",32(2),2913,40,11,2,-,7.4,75.7,1.4,12,8.35
Espanya,2010/2011,Andrés Iniesta,Barcelona,39,ME(CI),32(2),2799,8,3,1,-,1.3,89.6,0.1,2,7.72
Espanya,2010/2011,Marcelo,Real Madrid,35,"DF(I),ME(I)",31(1),2738,3,4,7,-,0.8,79.5,0.6,4,7.72
Espanya,2010/2011,Gabi,Real Zaragoza,40,ME(C),36,3230,10,6,15,-,2.3,78.2,1.1,11,7.67
Espanya,2010/2011,Dani Alves,Barcelona,40,"DF(D),ME(CD)",31(4),2904,2,15,10,-,1,86.6,0.6,3,7.66
Espanya,2010/2011,José Antonio Reyes,Atletico,40,ME(CID),34,2935,6,7,7,1,2.6,71,0.9,5,7.62
Espanya,2010/2011,Xavi,Barcelona,44,MC,29(2),2467,3,7,6,-,1.1,94.4,-,2,7.58
Espanya,2010/2011,Xabi Alonso,Real Madrid,42,ME(C),29(5),2665,-,6,12,-,0.6,85.3,1.4,4,7.50
Espanya,2010/2011,Ángel Di María,Real Madrid,36,"ME(CID),DL",29(6),2329,6,11,6,-,2.1,75.8,-,4,7.49
Espanya,2011/2012,Lionel Messi,Barcelona,36,"MP(CD),DL",36(1),3268,50,16,6,-,5.5,84.2,0.1,24,8.88
Espanya,2011/2012,Cristiano Ronaldo,Real Madrid,39,"ME(I),DL",37(1),3354,46,12,4,-,6.9,80.6,0.8,11,8.28
Espanya,2011/2012,Jérémy Toulalan,Malaga,40,"DF(C),ME(C)",25,2196,3,-,6,1,0.5,78.9,1.7,5,7.68
Espanya,2011/2012,Santi Cazorla,Malaga,39,ME(CID),38,3250,9,5,2,-,2.3,84.9,0.1,9,7.60
Espanya,2011/2012,Bruno Soriano,Villarreal,39,ME(C),37,3330,3,1,8,-,0.5,87.9,1.9,4,7.53
Espanya,2011/2012,Marcelo,Real Madrid,35,"DF(I),ME(I)",31(1),2719,3,5,3,-,0.9,83,0.3,2,7.51
Espanya,2011/2012,Xabi Alonso,Real Madrid,42,ME(C),35(1),3143,1,9,13,-,0.6,88.1,1.4,1,7.48
Espanya,2011/2012,Javi Fuego,Rayo Vallecano,40,ME(C),31,2743,-,-,8,-,0.4,76.1,1.6,3,7.48
Espanya,2011/2012,Jesús Navas,Sevilla,38,"DF(D),ME(D)",37,3330,5,12,5,-,2.2,75.1,0.4,3,7.46
Espanya,2011/2012,Cesc Fàbregas,Barcelona,36,"ME(CI),DL",23(5),1947,9,8,6,-,1.6,86.9,0.1,2,7.44
Espanya,2012/2013,Lionel Messi,Barcelona,36,"MP(CD),DL",28(4),2644,46,12,1,-,5.1,85.2,0.2,19,8.83
Espanya,2012/2013,Cristiano Ronaldo,Real Madrid,39,"ME(I),DL",30(4),2721,34,10,9,-,6.9,76.7,1.6,11,8.15
Espanya,2012/2013,Carlos Martínez,Real Sociedad,38,DF(D),29,2589,1,4,4,-,0.3,76.4,1.9,6,7.59
Espanya,2012/2013,Patrick Ebert,Real Valladolid,37,ME(CID),22(1),1809,6,7,4,-,3,73.3,1.7,4,7.46
Espanya,2012/2013,Cesc Fàbregas,Barcelona,36,"ME(CI),DL",30(2),2325,11,11,7,-,1.6,88.6,0.5,2,7.45
Espanya,2012/2013,Sergio Ramos,Real Madrid,38,DF(CD),26,2268,4,-,8,1,1.4,84.6,3.5,-,7.45
Espanya,2012/2013,Andrés Iniesta,Barcelona,39,ME(CI),24(7),2096,3,16,4,-,1.1,90.5,-,3,7.41
Espanya,2012/2013,Ivan Rakitic,Sevilla,36,ME(CI),34,2967,8,10,8,2,1.8,78.7,1,4,7.41
Espanya,2012/2013,Carlos Vela,Real Sociedad,35,"ME(CID),DL",32(3),2715,14,9,10,-,2.9,77.5,0.6,3,7.40
Espanya,2012/2013,Mesut Özil,Real Madrid,35,ME(CID),23(9),2042,9,13,5,-,0.9,84.2,0.2,1,7.39
Espanya,2013/2014,Lionel Messi,Barcelona,36,"MP(CD),DL",29(2),2508,27,11,2,-,5,84.9,0.2,13,8.34
Espanya,2013/2014,Cristiano Ronaldo,Real Madrid,39,"ME(I),DL",30,2545,31,9,4,1,7.2,80.2,1.8,10,8.27
Espanya,2013/2014,Gareth Bale,Real Madrid,34,"ME(CID),DL",24(3),2073,15,12,3,-,3.3,76.3,1.1,5,7.75
Espanya,2013/2014,Ivan Rakitic,Sevilla,36,ME(CI),29(4),2676,11,10,7,-,2.3,79.3,1.2,6,7.61
Espanya,2013/2014,Gabi,Atletico,40,ME(C),35(1),3119,3,8,11,-,1,79.4,1.1,2,7.58
Espanya,2013/2014,Alexis Sánchez,Barcelona,35,"ME(CID),DL",27(7),2386,19,10,2,-,1.9,79.8,0.7,3,7.54
Espanya,2013/2014,Neymar,Barcelona,32,"MP(CID),DL",19(7),1742,9,8,6,-,2.6,84.5,0.5,4,7.51
Espanya,2013/2014,Tiago,Atletico,42,ME(C),21(1),1866,2,1,8,-,1.1,81.4,2.5,2,7.49
Espanya,2013/2014,Gerard Piqué,Barcelona,37,DF(C),26,2311,2,-,5,-,0.8,90.2,3.8,3,7.49
Espanya,2013/2014,Sergio Ramos,Real Madrid,38,DF(CD),32,2759,4,1,10,2,1.3,88.8,4.3,6,7.47
Espanya,2014/2015,Lionel Messi,Barcelona,36,"MP(CD),DL",37(1),3375,43,18,4,-,4.9,82.9,0.2,25,8.84
Espanya,2014/2015,Cristiano Ronaldo,Real Madrid,39,"ME(I),DL",35,3099,48,16,5,1,6.4,80.7,1.7,17,8.49
Espanya,2014/2015,Neymar,Barcelona,32,"MP(CID),DL",29(4),2573,22,7,6,-,2.9,81,0.6,2,7.98
Espanya,2014/2015,James Rodríguez,Real Madrid,32,"MP(CID),DL",29,2290,13,13,5,-,1.8,87.2,0.3,2,7.85
Espanya,2014/2015,Luis Suárez,Barcelona,37,"MP(CID),DL",25(2),2180,16,14,4,-,2.8,77.1,0.6,3,7.69
Espanya,2014/2015,Gareth Bale,Real Madrid,34,"ME(CID),DL",30(1),2582,13,9,2,-,3.3,78.3,1.3,2,7.66
Espanya,2014/2015,Nicolás Otamendi,Valencia,36,DF(C),35,3098,6,-,9,1,0.6,80.2,3.5,7,7.58
Espanya,2014/2015,Karim Benzema,Real Madrid,36,DL,29,2312,15,10,1,-,2.4,79.2,0.7,2,7.55
Espanya,2014/2015,José Giménez,Atletico,29,DF(CD),19(1),1752,1,3,3,-,0.4,78.5,3.4,2,7.52
Espanya,2014/2015,Tiago,Atletico,42,ME(C),31,2592,5,4,5,-,0.7,81.3,2.4,3,7.48
Espanya,2015/2016,Lionel Messi,Barcelona,36,"MP(CD),DL",31(2),2730,26,16,3,-,4.8,81.9,0.2,13,8.46
Espanya,2015/2016,Neymar,Barcelona,32,"MP(CID),DL",34,3057,24,12,6,-,3.6,80.9,0.6,7,8.43
Espanya,2015/2016,Gareth Bale,Real Madrid,34,"ME(CID),DL",21(2),1741,19,10,2,-,3.5,79.9,0.9,5,8.12
Espanya,2015/2016,Luis Suárez,Barcelona,37,"MP(CID),DL",35,3150,40,16,6,-,3.9,73.1,0.4,8,8.00
Espanya,2015/2016,Cristiano Ronaldo,Real Madrid,39,"ME(I),DL",36,3185,35,11,3,-,6.3,79.4,1.6,8,7.99
Espanya,2015/2016,Karim Benzema,Real Madrid,36,DL,26(1),1994,24,7,1,-,3.6,81.5,0.4,3,7.65
Espanya,2015/2016,Filipe Luís,Atletico,38,DF(I),32,2834,1,4,11,1,0.3,82.5,1.3,3,7.60
Espanya,2015/2016,Diego Godín,Atletico,38,DF(C),31,2651,1,1,5,1,0.8,78.4,3,6,7.52
Espanya,2015/2016,Antoine Griezmann,Atletico,33,"MP(CID),DL",36(2),3058,22,5,5,-,2.4,78.3,1.5,8,7.50
Espanya,2015/2016,Koke,Atletico,32,ME(CID),34(1),2973,5,14,4,-,1.2,82,0.7,2,7.49
Espanya,2016/2017,Neymar,Barcelona,32,"MP(CID),DL",30,2652,13,11,6,1,3.5,76.5,0.3,9,8.52
Espanya,2016/2017,Lionel Messi,Barcelona,36,"MP(CD),DL",32(2),2833,37,9,6,-,5.3,80.2,0.2,16,8.47
Espanya,2016/2017,Luis Suárez,Barcelona,37,"MP(CID),DL",34(1),2865,29,13,8,-,3.4,74.8,0.3,4,7.80
Espanya,2016/2017,Toni Kroos,Real Madrid,34,ME(C),28(1),2501,3,12,6,-,1.1,92.2,0.4,3,7.67
Espanya,2016/2017,Cristiano Ronaldo,Real Madrid,39,"ME(I),DL",29,2544,25,6,4,-,5.6,80,1.2,4,7.61
Espanya,2016/2017,Filipe Luís,Atletico,38,DF(I),34,3009,3,6,5,-,0.7,82.7,0.9,6,7.55
Espanya,2016/2017,Gareth Bale,Real Madrid,34,"ME(CID),DL",17(2),1425,7,2,3,1,3.4,78.9,1.7,3,7.49
Espanya,2016/2017,Antoine Griezmann,Atletico,33,"MP(CID),DL",36,3067,16,8,3,-,2.4,78.3,1.2,4,7.37
Espanya,2016/2017,Asier Illarramendi,Real Sociedad,34,ME(C),33(1),3004,1,2,13,-,0.6,84.1,1.2,6,7.32
Espanya,2016/2017,Dani Ceballos,Real Betis,27,ME(CI),24(6),2336,2,2,8,-,1.2,80.8,0.4,3,7.32
Espanya,2017/2018,Lionel Messi,Barcelona,36,"MP(CD),DL",32(4),2997,34,12,3,-,5.5,81.2,0.2,22,8.68
Espanya,2017/2018,Cristiano Ronaldo,Real Madrid,39,"ME(I),DL",27,2293,26,5,1,-,6.6,81.6,1.3,7,7.94
Espanya,2017/2018,Luis Suárez,Barcelona,37,"MP(CID),DL",32(1),2902,25,12,9,-,3.7,76.9,0.4,5,7.72
Espanya,2017/2018,Philippe Coutinho,Barcelona,31,ME(CID),16(2),1304,8,5,1,-,2.1,86.9,0.3,2,7.66
Espanya,2017/2018,Casemiro,Real Madrid,32,MC,30,2601,5,3,8,-,1.1,88.4,2.1,1,7.49
Espanya,2017/2018,Gareth Bale,Real Madrid,34,"ME(CID),DL",20(6),1803,16,2,5,-,3,82.5,1.3,6,7.49
Espanya,2017/2018,Iago Aspas,Celta Vigo,36,"MP(CD),DL",33(1),2938,22,5,9,-,2.8,78.8,0.5,11,7.49
Espanya,2017/2018,Toni Kroos,Real Madrid,34,ME(C),26(1),2268,5,7,4,-,1.5,93.1,0.4,-,7.47
Espanya,2017/2018,Filipe Luís,Atletico,38,DF(I),19(1),1660,1,2,4,-,0.3,83.4,0.9,2,7.45
Espanya,2017/2018,Dani Parejo,Valencia,34,ME(C),34,3005,7,7,15,1,1.3,85.6,0.5,7,7.41
Espanya,2018/2019,Lionel Messi,Barcelona,36,"MP(CD),DL",29(5),2710,36,13,3,-,5,81.3,0.2,17,8.48
Espanya,2018/2019,Luis Suárez,Barcelona,37,"MP(CID),DL",31(2),2830,21,6,5,-,3.4,75.3,0.7,5,7.57
Espanya,2018/2019,Iago Aspas,Celta Vigo,36,"MP(CD),DL",26(1),2262,20,6,5,-,2.6,82,0.9,6,7.51
Espanya,2018/2019,Dani Parejo,Valencia,34,ME(C),35(1),3063,9,7,6,1,1.2,85.8,0.9,9,7.40
Espanya,2018/2019,Karim Benzema,Real Madrid,36,DL,35(1),2964,21,6,1,-,2.9,82.6,1.2,7,7.38
Espanya,2018/2019,Antoine Griezmann,Atletico,33,"MP(CID),DL",37,3204,15,9,5,-,3.1,78.3,1.1,4,7.29
Espanya,2018/2019,Ousmane Dembélé,Barcelona,26,"MP(CID),DL",20(9),1673,8,5,1,-,1.3,80.7,0.3,3,7.25
Espanya,2018/2019,Rodri,Atletico,27,"DF(C),MC",32(2),2743,3,1,5,-,0.8,91.1,2.3,3,7.24
Espanya,2018/2019,Wissam Ben Yedder,Sevilla,33,"MP(C),DL",31(4),2821,18,9,4,-,2.2,73.9,1.1,3,7.23
Espanya,2018/2019,Guillermo Maripán,Deportivo Alaves,29,DF(C),22(1),2009,2,2,5,-,0.7,75.3,4.2,2,7.20
Espanya,2019/2020,Lionel Messi,Barcelona,36,"MP(CD),DL",32(1),2881,25,21,4,-,4.8,82.6,0.3,22,8.71
Espanya,2019/2020,Casemiro,Real Madrid,32,MC,35,3091,4,3,12,-,1.3,84.1,2.9,3,7.47
Espanya,2019/2020,Karim Benzema,Real Madrid,36,DL,36(1),3155,21,8,-,-,3.4,86.2,0.8,10,7.44
Espanya,2019/2020,Luis Suárez,Barcelona,37,"MP(CID),DL",22(6),2002,16,8,4,-,2.8,75.5,0.4,3,7.33
Espanya,2019/2020,Mikel Merino,Real Sociedad,27,ME(C),35(1),3144,5,1,9,-,1.2,75.8,5.1,5,7.31
Espanya,2019/2020,Gerard Moreno,Villarreal,32,"MP(CD),DL",33(2),2755,18,5,5,-,2.5,74.5,1.6,6,7.31
Espanya,2019/2020,Nabil Fekir,Real Betis,30,"MP(CID),DL",31(1),2652,7,4,6,2,3.2,83.9,1,8,7.22
Espanya,2019/2020,Saúl Ñíguez,Atletico,29,"DF(CI),ME(CID)",35,3076,6,-,10,-,1.3,79.3,3.4,5,7.22
Espanya,2019/2020,Joselu,Deportivo Alaves,34,DL,31(5),2786,11,2,6,-,2.4,52,8.7,10,7.22
Espanya,2019/2020,Lucas Ocampos,Sevilla,29,"ME(CID),DL",31(2),2756,14,3,8,1,2.5,79.9,0.9,4,7.21
Espanya,2020/2021,Lionel Messi,Barcelona,36,"MP(CD),DL",33(2),3023,30,9,4,-,5.6,85.1,0.2,22,8.52
Espanya,2020/2021,Gerard Moreno,Villarreal,32,"MP(CD),DL",30(3),2683,23,7,3,-,2.9,69.7,1.9,12,7.62
Espanya,2020/2021,Karim Benzema,Real Madrid,36,DL,33(1),2902,23,9,2,-,3.6,84.6,0.8,8,7.57
Espanya,2020/2021,Casemiro,Real Madrid,32,MC,32(2),2903,6,4,9,1,1.4,83.9,3,4,7.36
Espanya,2020/2021,Iago Aspas,Celta Vigo,36,"MP(CD),DL",33,2871,14,13,9,-,1.5,78.8,0.5,8,7.32
Espanya,2020/2021,Marcos Llorente,Atletico,29,"DF(D),ME(CD),DL",33(4),2960,12,11,6,-,1.3,84.6,0.6,4,7.26
Espanya,2020/2021,Mikel Merino,Real Sociedad,27,ME(C),25(1),2157,2,4,5,-,1.3,76.7,3.2,4,7.24
Espanya,2020/2021,Toni Kroos,Real Madrid,34,ME(C),24(4),2122,3,10,6,-,1.2,93.6,0.4,3,7.22
Espanya,2020/2021,Joselu,Deportivo Alaves,34,DL,34(3),3038,11,3,1,-,2.5,58.6,6.9,5,7.22
Espanya,2020/2021,Kieran Trippier,Atletico,33,"DF(ID),ME(D)",28,2477,-,6,-,-,0.1,79.4,1.5,2,7.20
Espanya,2021/2022,Karim Benzema,Real Madrid,36,DL,31(1),2600,27,12,-,-,4,85.2,0.6,10,7.69
Espanya,2021/2022,Vinícius Júnior,Real Madrid,23,"MP(I),DL",30(5),2701,17,10,6,-,2.3,85.9,0.1,8,7.56
Espanya,2021/2022,Ousmane Dembélé,Barcelona,26,"MP(CID),DL",15(6),1413,1,13,3,-,2.2,84.4,0.2,4,7.46
Espanya,2021/2022,Nabil Fekir,Real Betis,30,"MP(CID),DL",33(1),2812,6,8,7,1,2.5,86.4,0.8,7,7.38
Espanya,2021/2022,Casemiro,Real Madrid,32,MC,31(1),2576,1,3,11,-,1.3,86,3.2,3,7.26
Espanya,2021/2022,Joselu,Deportivo Alaves,34,DL,35(2),3126,14,4,-,-,2.6,61.1,7.7,5,7.25
Espanya,2021/2022,Iker Muniain,Athletic Club,31,MP(CID),34(1),2803,4,10,3,-,1.2,84.8,0.1,6,7.19
Espanya,2021/2022,Iago Aspas,Celta Vigo,36,"MP(CD),DL",36(1),3094,18,6,8,-,2.4,75.5,0.6,5,7.19
Espanya,2021/2022,Dani Parejo,Villarreal,34,ME(C),32(1),2712,2,10,3,-,0.5,87.6,0.5,1,7.17
Espanya,2021/2022,Mikel Merino,Real Sociedad,27,ME(C),33(1),2896,3,2,8,-,1.3,77.6,3.3,3,7.16
Espanya,2022/2023,Antoine Griezmann,Atletico,33,"MP(CID),DL",31(7),2863,15,16,2,-,2.9,82.4,0.7,13,7.69
Espanya,2022/2023,Karim Benzema,Real Madrid,36,DL,24,2044,19,3,1,-,4.5,87,0.6,6,7.53
Espanya,2022/2023,Robert Lewandowski,Barcelona,35,DL,33(1),2852,23,7,2,1,4,78.1,1.5,7,7.49
Espanya,2022/2023,Vinícius Júnior,Real Madrid,23,"MP(I),DL",32(1),2833,10,9,10,1,2.3,80.6,0.1,4,7.35
Espanya,2022/2023,Rodrygo,Real Madrid,23,"MP(CID),DL",25(9),2382,9,8,4,-,2.9,89.6,0.4,4,7.26
Espanya,2022/2023,Pedri,Barcelona,21,MP(CI),22(4),1983,6,1,2,-,0.8,87.6,0.1,4,7.20
Espanya,2022/2023,Joselu,Espanyol,34,DL,33(1),2989,16,2,3,-,2.7,61,5.1,5,7.15
Espanya,2022/2023,Frenkie de Jong,Barcelona,26,"DF(C),MC",29(4),2539,2,4,3,-,0.5,91.4,1,4,7.15
Espanya,2022/2023,Ousmane Dembélé,Barcelona,26,"MP(CID),DL",16(9),1416,5,7,4,-,2,83.4,0.2,3,7.14
Espanya,2022/2023,Mikel Merino,Real Sociedad,27,ME(C),28(5),2500,2,9,6,1,1.3,77.6,3.4,7,7.13
Espanya,2023/2024,Jude Bellingham,Real Madrid,20,ME(CID),24,2030,16,4,5,1,2.3,89,1.1,6,7.73
Espanya,2023/2024,Vinícius Júnior,Real Madrid,23,"MP(I),DL",19(2),1574,12,4,5,-,3,78.3,-,4,7.48
Espanya,2023/2024,Isco,Real Betis,31,"ME(CID),DL",24(1),2069,6,4,9,-,2.2,86,0.6,3,7.39
Espanya,2023/2024,Antoine Griezmann,Atletico,33,"MP(CID),DL",25(2),2132,13,6,4,-,2.4,82.9,0.4,5,7.30
Espanya,2023/2024,Sávio,Girona,20,MP(CID),29(1),2449,8,7,5,-,1.1,82.3,0.1,4,7.22
Espanya,2023/2024,Iñaki Williams,Athletic Club,29,"MP(CID),DL",27(1),2403,9,3,4,-,2.8,73.1,0.9,3,7.19
Espanya,2023/2024,Takefusa Kubo,Real Sociedad,22,"MP(CID),DL",21(3),1819,7,3,2,-,1.8,80.5,0.4,2,7.18
Espanya,2023/2024,Federico Valverde,Real Madrid,25,ME(CID),29(2),2557,1,7,2,-,1.6,90.9,0.6,3,7.18
Espanya,2023/2024,João Cancelo,Barcelona,29,"DF(ID),ME(D)",23(2),1966,2,3,5,-,1,83.6,0.8,4,7.18
Espanya,2023/2024,Rodrygo,Real Madrid,23,"MP(CID),DL",25(5),2115,10,5,2,-,2.6,89.5,0.2,3,7.17
Italia,2009/2010,Lúcio,Inter,45,DF(C),30(1),2737,1,1,4,1,0.6,82.7,1.1,7,7.76
Italia,2009/2010,Maicon,Inter,42,DF(D),33,2970,6,11,7,1,1.5,80.9,0.4,3,7.71
Italia,2009/2010,David Pizarro,Roma,44,ME(C),31,2748,2,7,6,1,0.9,88,-,4,7.58
Italia,2009/2010,Antonio Di Natale,Udinese,46,DL,33(2),3012,29,6,6,-,4.3,71.5,0.1,6,7.58
Italia,2009/2010,Francesco Totti,Roma,47,"MP(CI),DL",21(2),1808,14,6,6,-,2.8,73.5,0.1,7,7.58
Italia,2009/2010,Giorgio Chiellini,Juventus,39,DF(C),32,2880,4,2,3,-,1,78.3,1.8,5,7.58
Italia,2009/2010,Mirko Vucinic,Roma,40,DL,32(2),2559,14,6,3,-,2.9,72.5,0.6,1,7.55
Italia,2009/2010,Alexis Sánchez,Udinese,35,"ME(CID),DL",25(7),2299,5,3,5,-,1.8,78,0.9,7,7.53
Italia,2009/2010,Ronaldinho,AC Milan,44,MP(C),34(2),2901,12,14,6,-,2.2,79.1,0.3,7,7.53
Italia,2009/2010,Alexandre Pato,AC Milan,34,"ME(CID),DL",20(3),1804,12,1,2,-,2.5,80.1,0.5,3,7.52
Italia,2010/2011,Lúcio,Inter,45,DF(C),30(1),2688,1,1,5,-,0.6,86.1,1.2,4,7.77
Italia,2010/2011,Alexis Sánchez,Udinese,35,"ME(CID),DL",27(4),2392,12,6,5,1,2.3,74.9,0.9,7,7.74
Italia,2010/2011,Samuel Eto'o,Inter,43,"ME(CI),DL",35,2967,21,9,3,-,3.5,81.4,0.1,8,7.63
Italia,2010/2011,Zlatan Ibrahimovic,AC Milan,42,DL,29,2535,14,11,8,2,4,71.2,2.4,7,7.59
Italia,2010/2011,Antonio Di Natale,Udinese,46,DL,35(1),2941,28,7,3,-,4.2,74.4,0.1,7,7.54
Italia,2010/2011,Thiago Silva,AC Milan,39,DF(C),33,2898,1,-,1,-,0.6,91.9,1.3,3,7.48
Italia,2010/2011,Medhi Benatia,Udinese,36,DF(C),34,3045,3,-,8,-,0.5,78.9,0.8,4,7.48
Italia,2010/2011,Andrea Ranocchia,Inter,36,DF(C),17(1),1486,-,1,2,-,0.4,89.9,1.9,2,7.48
Italia,2010/2011,Hugo Campagnaro,Napoli,43,DF(CD),30(1),2731,-,-,10,-,0.4,80.7,1.8,6,7.47
Italia,2010/2011,Domenico Criscito,Genoa,37,"DF(CI),ME(I)",36,3201,-,3,6,1,1.1,81.2,1.1,5,7.47
Italia,2011/2012,Zlatan Ibrahimovic,AC Milan,42,DL,32,2810,28,6,3,1,4.4,77.1,1.5,11,8.14
Italia,2011/2012,Andrea Pirlo,Juventus,44,ME(C),37,3318,3,13,6,-,2.1,86.9,0.2,6,7.88
Italia,2011/2012,Giorgio Chiellini,Juventus,39,DF(C),34,3025,2,1,7,-,1,87.3,2.4,5,7.78
Italia,2011/2012,Lúcio,Inter,45,DF(C),34,3061,1,2,5,-,0.5,81.2,1.5,8,7.69
Italia,2011/2012,Arturo Vidal,Juventus,36,ME(CD),30(3),2639,7,3,12,1,2.3,85.2,1.3,6,7.68
Italia,2011/2012,Sebastian Giovinco,Parma Calcio 1913,37,"MP(C),DL",36,3093,15,11,3,1,3.9,76.3,0.1,8,7.59
Italia,2011/2012,Santiago García,Novara,35,"DF(CI),ME(I)",21,1823,1,-,5,-,0.3,78.1,2.4,1,7.59
Italia,2011/2012,Hugo Campagnaro,Napoli,43,DF(CD),30(1),2597,2,2,3,-,0.3,82.9,1.7,3,7.53
Italia,2011/2012,Stevan Jovetic,Fiorentina,34,"MP(CI),DL",27,2348,14,3,3,-,4.5,74.4,1,7,7.51
Italia,2011/2012,Riccardo Montolivo,Fiorentina,39,ME(C),30,2621,4,2,8,-,1.6,81,0.8,3,7.51
Italia,2012/2013,Andrea Pirlo,Juventus,44,ME(C),32,2858,5,7,8,-,2.1,87.3,0.4,6,7.82
Italia,2012/2013,Arturo Vidal,Juventus,36,ME(CD),29(2),2588,10,8,11,-,2,87,1.4,7,7.77
Italia,2012/2013,Giorgio Chiellini,Juventus,39,DF(C),23(1),2039,1,2,5,-,0.5,90.3,2.8,-,7.73
Italia,2012/2013,Edinson Cavani,Napoli,37,"MP(ID),DL",33(1),2981,29,4,8,-,4.6,77.9,0.9,8,7.69
Italia,2012/2013,Hugo Campagnaro,Napoli,43,DF(CD),27(1),2413,1,1,8,-,0.3,86.2,2.2,2,7.64
Italia,2012/2013,Érik Lamela,Roma,32,"MP(CID),DL",30(3),2600,15,5,7,-,2.6,82,0.4,5,7.59
Italia,2012/2013,Juan Cuadrado,Fiorentina,35,"DF(D),ME(CID),DL",34(2),2967,5,6,11,-,1.9,84.6,0.3,8,7.57
Italia,2012/2013,Francesco Totti,Roma,47,"MP(CI),DL",33(1),2824,12,12,7,1,3.6,74.2,0.5,6,7.57
Italia,2012/2013,Stevan Jovetic,Fiorentina,34,"MP(CI),DL",31,2521,13,5,3,-,3.6,78.7,0.8,3,7.54
Italia,2012/2013,Alessandro Diamanti,Bologna,40,"ME(CD),DL",33(1),2946,7,7,10,-,3.9,75.3,0.1,6,7.53
Italia,2013/2014,Juan Cuadrado,Fiorentina,35,"DF(D),ME(CID),DL",31(1),2702,11,5,8,1,3,85.6,0.4,8,7.71
Italia,2013/2014,Paul Pogba,Juventus,31,ME(CI),33(3),3068,7,7,4,-,2,83.8,2.2,6,7.65
Italia,2013/2014,Giorgio Chiellini,Juventus,39,DF(C),31,2775,3,3,5,-,0.8,91,3.2,2,7.62
Italia,2013/2014,Carlos Tevez,Juventus,40,"MP(CI),DL",30(4),2605,19,7,4,-,3.7,82,0.4,6,7.62
Italia,2013/2014,Medhi Benatia,Roma,36,DF(C),32(1),2860,5,-,8,-,0.6,88.6,2.6,4,7.59
Italia,2013/2014,Andrea Pirlo,Juventus,44,ME(C),29(1),2467,4,6,4,-,1.6,88.5,0.2,3,7.56
Italia,2013/2014,Miralem Pjanic,Roma,34,ME(C),32(3),2704,6,6,7,1,2,88.3,0.5,6,7.54
Italia,2013/2014,Alessandro Lucarelli,Parma Calcio 1913,46,DF(C),34,3005,4,-,14,1,0.5,86.1,2.7,10,7.52
Italia,2013/2014,Arturo Vidal,Juventus,36,ME(CD),28(4),2441,11,5,8,-,1.8,83.7,1.3,5,7.46
Italia,2013/2014,Alessandro Diamanti,Bologna,40,"ME(CD),DL",19,1688,5,2,8,-,4.3,73.9,0.4,2,7.43
Italia,2014/2015,Franco Vázquez,Palermo,35,"MP(CID),DL",37,3224,10,10,7,-,2.7,79.5,1.5,8,7.74
Italia,2014/2015,Paul Pogba,Juventus,31,ME(CI),24(2),2110,8,3,4,-,2.2,83.8,1.4,3,7.67
Italia,2014/2015,Carlos Tevez,Juventus,40,"MP(CI),DL",29(3),2593,20,7,6,-,3.6,85,0.1,7,7.66
Italia,2014/2015,Fredy Guarín,Inter,37,ME(CD),25(3),2210,6,6,5,-,2.8,77.6,1.3,4,7.56
Italia,2014/2015,Juan Cuadrado,Fiorentina,35,"DF(D),ME(CID),DL",17,1450,4,4,5,-,3.1,87,0.4,2,7.52
Italia,2014/2015,Diego Perotti,Genoa,35,"ME(CID),DL",27,2303,4,5,5,-,1.5,83.5,0.6,2,7.48
Italia,2014/2015,Felipe Anderson,Lazio,31,"ME(CID),DL",23(9),2097,10,7,5,-,2,77.4,0.2,8,7.47
